dataset_id,species_id,bwg_name,bromeliad_id,abundance
51,4111,Diptera.203,5086,83
51,4116,Diptera.257,5086,1
51,4751,Diptera.11,5086,2
51,5611,Diptera.243,5086,3
51,5816,Diptera.269,5086,11
51,6281,Odonata.4,5086,3
51,6341,Oligochaeta.13,5086,1
51,6521,Coleoptera.31,5086,19
51,4106,Diptera.188,5091,6
51,4111,Diptera.203,5091,15
51,4381,Diptera.85,5091,1
51,4756,Diptera.12,5091,1
51,4781,Diptera.298,5091,3
51,5611,Diptera.243,5091,1
51,5706,Diptera.237,5091,1
51,5816,Diptera.269,5091,12
51,6286,Oligochaeta.14,5091,2
51,6341,Oligochaeta.13,5091,3
51,6521,Coleoptera.31,5091,93
51,3666,Diptera.39,5096,1
51,4106,Diptera.188,5096,1
51,4116,Diptera.257,5096,4
51,5361,Diptera.209,5096,1
51,5816,Diptera.269,5096,19
51,6281,Odonata.4,5096,1
51,6341,Oligochaeta.13,5096,8
51,6521,Coleoptera.31,5096,55
51,4106,Diptera.188,5101,26
51,4111,Diptera.203,5101,58
51,4756,Diptera.12,5101,2
51,4781,Diptera.298,5101,2
51,5706,Diptera.237,5101,1
51,5816,Diptera.269,5101,25
51,6281,Odonata.4,5101,1
51,6286,Oligochaeta.14,5101,2
51,6341,Oligochaeta.13,5101,7
51,6521,Coleoptera.31,5101,103
51,6671,Diptera.120,5101,3
51,3666,Diptera.39,5106,8
51,4106,Diptera.188,5106,3
51,4111,Diptera.203,5106,47
51,4116,Diptera.257,5106,2
51,4781,Diptera.298,5106,2
51,5706,Diptera.237,5106,2
51,5816,Diptera.269,5106,19
51,6281,Odonata.4,5106,4
51,6286,Oligochaeta.14,5106,1
51,6341,Oligochaeta.13,5106,35
51,6521,Coleoptera.31,5106,43
51,4106,Diptera.188,5111,4
51,4111,Diptera.203,5111,17
51,4121,Diptera.54,5111,1
51,4381,Diptera.85,5111,2
51,4781,Diptera.298,5111,10
51,5361,Diptera.209,5111,1
51,5816,Diptera.269,5111,34
51,6521,Coleoptera.31,5111,53
51,6676,Diptera.121,5111,1
51,5156,Diptera.136,5116,2
51,6341,Oligochaeta.13,5116,4
51,4106,Diptera.188,5121,1
51,5156,Diptera.136,5121,1
51,4106,Diptera.188,5126,2
51,4381,Diptera.85,5126,1
51,5816,Diptera.269,5126,3
51,6521,Coleoptera.31,5126,8
51,4106,Diptera.188,5131,3
51,4781,Diptera.298,5131,9
51,5816,Diptera.269,5131,2
51,6506,Unknown.1,5131,1
51,6521,Coleoptera.31,5131,6
51,4111,Diptera.203,5136,20
51,4801,Diptera.96,5136,1
51,4806,Diptera.97,5136,3
51,5236,Diptera.196,5136,9
51,6281,Odonata.4,5136,6
51,6286,Oligochaeta.14,5136,2
51,6341,Oligochaeta.13,5136,70
51,6521,Coleoptera.31,5136,29
51,6681,Diptera.122,5136,7
51,4106,Diptera.188,5141,1
51,4111,Diptera.203,5141,18
51,4781,Diptera.298,5141,15
51,5361,Diptera.209,5141,2
51,5706,Diptera.237,5141,1
51,5816,Diptera.269,5141,1
51,5821,Diptera.270,5141,1
51,6341,Oligochaeta.13,5141,4
51,6521,Coleoptera.31,5141,3
51,4106,Diptera.188,5146,4
51,4111,Diptera.203,5146,64
51,4116,Diptera.257,5146,6
51,4781,Diptera.298,5146,5
51,5236,Diptera.196,5146,2
51,5706,Diptera.237,5146,1
51,5816,Diptera.269,5146,22
51,6281,Odonata.4,5146,3
51,6521,Coleoptera.31,5146,125
51,4106,Diptera.188,5151,2
51,4111,Diptera.203,5151,4
51,4781,Diptera.298,5151,5
51,5361,Diptera.209,5151,1
51,5816,Diptera.269,5151,5
51,6341,Oligochaeta.13,5151,63
51,6521,Coleoptera.31,5151,28
51,3666,Diptera.39,5156,5
51,4106,Diptera.188,5156,6
51,4111,Diptera.203,5156,11
51,4116,Diptera.257,5156,1
51,5816,Diptera.269,5156,12
51,6341,Oligochaeta.13,5156,6
51,6521,Coleoptera.31,5156,3
51,6671,Diptera.120,5156,1
51,4106,Diptera.188,5161,1
51,4111,Diptera.203,5161,11
51,4126,Diptera.55,5161,2
51,4781,Diptera.298,5161,4
51,5816,Diptera.269,5161,8
51,6521,Coleoptera.31,5161,40
51,4106,Diptera.188,5166,4
51,4111,Diptera.203,5166,87
51,4116,Diptera.257,5166,16
51,4146,Diptera.81,5166,27
51,4751,Diptera.11,5166,2
51,4806,Diptera.97,5166,24
51,5706,Diptera.237,5166,1
51,5816,Diptera.269,5166,10
51,6281,Odonata.4,5166,12
51,6341,Oligochaeta.13,5166,1
51,6521,Coleoptera.31,5166,158
51,4106,Diptera.188,5171,20
51,4111,Diptera.203,5171,488
51,4116,Diptera.257,5171,30
51,4121,Diptera.54,5171,5
51,4146,Diptera.81,5171,14
51,4806,Diptera.97,5171,17
51,5236,Diptera.196,5171,6
51,5361,Diptera.209,5171,12
51,5611,Diptera.243,5171,5
51,5706,Diptera.237,5171,2
51,5816,Diptera.269,5171,147
51,6281,Odonata.4,5171,22
51,6286,Oligochaeta.14,5171,1
51,6341,Oligochaeta.13,5171,13
51,6521,Coleoptera.31,5171,420
51,6656,Diptera.118,5171,1
51,6681,Diptera.122,5171,17
51,4106,Diptera.188,5176,3
51,4111,Diptera.203,5176,38
51,4116,Diptera.257,5176,3
51,4756,Diptera.12,5176,3
51,4781,Diptera.298,5176,5
51,5236,Diptera.196,5176,3
51,5816,Diptera.269,5176,7
51,6281,Odonata.4,5176,8
51,6521,Coleoptera.31,5176,86
51,3666,Diptera.39,5181,10
51,4111,Diptera.203,5181,1
51,4781,Diptera.298,5181,7
51,5816,Diptera.269,5181,47
51,6341,Oligochaeta.13,5181,3
51,6521,Coleoptera.31,5181,84
51,6656,Diptera.118,5181,1
56,3666,Diptera.39,336,1
56,4106,Diptera.188,336,8
56,4111,Diptera.203,336,205
56,4116,Diptera.257,336,20
56,4141,Diptera.57,336,1
56,4751,Diptera.11,336,6
56,4756,Diptera.12,336,1
56,4761,Diptera.192,336,8
56,4781,Diptera.298,336,3
56,4806,Diptera.97,336,6
56,5706,Diptera.237,336,2
56,5816,Diptera.269,336,26
56,6341,Oligochaeta.13,336,172
56,6521,Coleoptera.31,336,172
56,6661,Diptera.119,336,9
56,4106,Diptera.188,341,3
56,4111,Diptera.203,341,299
56,4751,Diptera.11,341,1
56,4781,Diptera.298,341,5
56,5361,Diptera.209,341,4
56,5816,Diptera.269,341,36
56,6341,Oligochaeta.13,341,15
56,6416,Platyhelminthes.10,341,1
56,6521,Coleoptera.31,341,104
56,6676,Diptera.121,341,1
56,4106,Diptera.188,346,1
56,4111,Diptera.203,346,137
56,4116,Diptera.257,346,15
56,4751,Diptera.11,346,4
56,4756,Diptera.12,346,1
56,4781,Diptera.298,346,1
56,4806,Diptera.97,346,8
56,5236,Diptera.196,346,11
56,5621,Diptera.82,346,1
56,5706,Diptera.237,346,1
56,5816,Diptera.269,346,5
56,6281,Odonata.4,346,2
56,6521,Coleoptera.31,346,110
56,3666,Diptera.39,351,2
56,4111,Diptera.203,351,8
56,5816,Diptera.269,351,2
56,6521,Coleoptera.31,351,2
56,4106,Diptera.188,356,11
56,4111,Diptera.203,356,82
56,4116,Diptera.257,356,2
56,4771,Diptera.296,356,3
56,5156,Diptera.136,356,1
56,5236,Diptera.196,356,1
56,5361,Diptera.209,356,1
56,5706,Diptera.237,356,2
56,5816,Diptera.269,356,10
56,6341,Oligochaeta.13,356,9
56,6521,Coleoptera.31,356,48
56,3666,Diptera.39,361,14
56,4106,Diptera.188,361,23
56,4111,Diptera.203,361,69
56,4116,Diptera.257,361,7
56,4381,Diptera.85,361,1
56,4751,Diptera.11,361,2
56,4756,Diptera.12,361,1
56,4771,Diptera.296,361,12
56,4781,Diptera.298,361,2
56,4806,Diptera.97,361,3
56,5236,Diptera.196,361,6
56,5611,Diptera.243,361,2
56,5706,Diptera.237,361,2
56,5816,Diptera.269,361,4
56,6286,Oligochaeta.14,361,1
56,6341,Oligochaeta.13,361,9
56,6521,Coleoptera.31,361,130
56,6656,Diptera.118,361,2
56,4106,Diptera.188,366,11
56,4111,Diptera.203,366,208
56,4116,Diptera.257,366,4
56,4751,Diptera.11,366,2
56,4756,Diptera.12,366,4
56,4771,Diptera.296,366,37
56,5361,Diptera.209,366,4
56,5816,Diptera.269,366,103
56,6281,Odonata.4,366,8
56,6341,Oligochaeta.13,366,29
56,6521,Coleoptera.31,366,117
56,4106,Diptera.188,371,22
56,4111,Diptera.203,371,74
56,4116,Diptera.257,371,1
56,4761,Diptera.192,371,1
56,4771,Diptera.296,371,14
56,4781,Diptera.298,371,4
56,5706,Diptera.237,371,2
56,5816,Diptera.269,371,30
56,6341,Oligochaeta.13,371,7
56,6521,Coleoptera.31,371,78
56,4106,Diptera.188,376,3
56,4121,Diptera.54,376,1
56,4781,Diptera.298,376,1
56,5816,Diptera.269,376,13
56,6341,Oligochaeta.13,376,2
56,6521,Coleoptera.31,376,7
56,6676,Diptera.121,376,2
56,4111,Diptera.203,381,18
56,4781,Diptera.298,381,4
56,5816,Diptera.269,381,4
56,6341,Oligochaeta.13,381,1
56,6521,Coleoptera.31,381,9
56,4106,Diptera.188,386,6
56,4111,Diptera.203,386,2
56,4116,Diptera.257,386,6
56,5816,Diptera.269,386,90
56,6286,Oligochaeta.14,386,1
56,6341,Oligochaeta.13,386,9
56,6416,Platyhelminthes.10,386,3
56,6521,Coleoptera.31,386,14
56,6676,Diptera.121,386,1
56,3666,Diptera.39,391,6
56,4106,Diptera.188,391,186
56,4111,Diptera.203,391,69
56,4116,Diptera.257,391,13
56,4751,Diptera.11,391,4
56,4761,Diptera.192,391,1
56,4771,Diptera.296,391,16
56,4781,Diptera.298,391,4
56,5236,Diptera.196,391,8
56,5816,Diptera.269,391,6
56,6341,Oligochaeta.13,391,12
56,6521,Coleoptera.31,391,72
56,4106,Diptera.188,396,7
56,4111,Diptera.203,396,14
56,5021,Diptera.124,396,1
56,5236,Diptera.196,396,8
56,5816,Diptera.269,396,9
56,6521,Coleoptera.31,396,7
56,4106,Diptera.188,401,19
56,4111,Diptera.203,401,18
56,4116,Diptera.257,401,4
56,5021,Diptera.124,401,1
56,5236,Diptera.196,401,18
56,5706,Diptera.237,401,1
56,5816,Diptera.269,401,19
56,6341,Oligochaeta.13,401,6
56,6416,Platyhelminthes.10,401,1
56,6521,Coleoptera.31,401,29
56,3666,Diptera.39,406,1
56,4106,Diptera.188,406,13
56,4111,Diptera.203,406,9
56,4116,Diptera.257,406,5
56,4781,Diptera.298,406,1
56,5021,Diptera.124,406,1
56,6156,Hirudinea.1,406,1
56,6341,Oligochaeta.13,406,1
56,6416,Platyhelminthes.10,406,3
56,6521,Coleoptera.31,406,38
56,4106,Diptera.188,411,24
56,4111,Diptera.203,411,75
56,4116,Diptera.257,411,2
56,4751,Diptera.11,411,2
56,5816,Diptera.269,411,1
56,6281,Odonata.4,411,1
56,6341,Oligochaeta.13,411,2
56,6521,Coleoptera.31,411,7
56,3666,Diptera.39,416,2
56,4106,Diptera.188,416,13
56,4111,Diptera.203,416,105
56,4116,Diptera.257,416,5
56,5156,Diptera.136,416,1
56,5816,Diptera.269,416,31
56,6521,Coleoptera.31,416,60
56,3666,Diptera.39,421,1
56,4106,Diptera.188,421,88
56,4111,Diptera.203,421,251
56,4116,Diptera.257,421,11
56,4751,Diptera.11,421,3
56,4756,Diptera.12,421,10
56,4761,Diptera.192,421,25
56,4771,Diptera.296,421,14
56,4806,Diptera.97,421,5
56,5236,Diptera.196,421,43
56,5621,Diptera.82,421,4
56,5816,Diptera.269,421,34
56,6281,Odonata.4,421,1
56,6341,Oligochaeta.13,421,1
56,6416,Platyhelminthes.10,421,1
56,6521,Coleoptera.31,421,95
56,3666,Diptera.39,426,10
56,4106,Diptera.188,426,202
56,4111,Diptera.203,426,185
56,4116,Diptera.257,426,27
56,4146,Diptera.81,426,1
56,4751,Diptera.11,426,1
56,4756,Diptera.12,426,1
56,4761,Diptera.192,426,3
56,4806,Diptera.97,426,3
56,5021,Diptera.124,426,1
56,5236,Diptera.196,426,3
56,5611,Diptera.243,426,4
56,5621,Diptera.82,426,1
56,5816,Diptera.269,426,61
56,6281,Odonata.4,426,2
56,6341,Oligochaeta.13,426,36
56,6416,Platyhelminthes.10,426,7
56,6421,Platyhelminthes.11,426,1
56,6521,Coleoptera.31,426,134
56,3666,Diptera.39,431,3
56,4106,Diptera.188,431,46
56,4111,Diptera.203,431,79
56,4751,Diptera.11,431,4
56,4781,Diptera.298,431,5
56,5236,Diptera.196,431,1
56,5816,Diptera.269,431,18
56,6341,Oligochaeta.13,431,6
56,6416,Platyhelminthes.10,431,26
56,6521,Coleoptera.31,431,20
61,4106,Diptera.188,436,33
61,4111,Diptera.203,436,306
61,4116,Diptera.257,436,5
61,4146,Diptera.81,436,162
61,4756,Diptera.12,436,2
61,4771,Diptera.296,436,1
61,4806,Diptera.97,436,4
61,5236,Diptera.196,436,6
61,5361,Diptera.209,436,22
61,5706,Diptera.237,436,3
61,5816,Diptera.269,436,86
61,6161,Hirudinea.2,436,1
61,6281,Odonata.4,436,36
61,6286,Oligochaeta.14,436,1
61,6341,Oligochaeta.13,436,7
61,6416,Platyhelminthes.10,436,1
61,6521,Coleoptera.31,436,90
61,6656,Diptera.118,436,2
61,6661,Diptera.119,436,1
61,4106,Diptera.188,441,18
61,4111,Diptera.203,441,74
61,4146,Diptera.81,441,24
61,4756,Diptera.12,441,2
61,4776,Diptera.297,441,3
61,5706,Diptera.237,441,1
61,5816,Diptera.269,441,2
61,6281,Odonata.4,441,3
61,6341,Oligochaeta.13,441,4
61,6521,Coleoptera.31,441,12
61,6661,Diptera.119,441,2
61,6681,Diptera.122,441,9
61,4106,Diptera.188,446,9
61,4111,Diptera.203,446,55
61,4116,Diptera.257,446,6
61,4146,Diptera.81,446,14
61,4751,Diptera.11,446,3
61,5236,Diptera.196,446,3
61,5706,Diptera.237,446,1
61,5816,Diptera.269,446,4
61,6281,Odonata.4,446,10
61,6521,Coleoptera.31,446,7
61,6681,Diptera.122,446,7
61,4106,Diptera.188,451,8
61,4111,Diptera.203,451,2
61,4781,Diptera.298,451,6
61,5816,Diptera.269,451,3
61,6281,Odonata.4,451,3
61,6341,Oligochaeta.13,451,1
61,6521,Coleoptera.31,451,26
61,3671,Diptera.40,456,2
61,4106,Diptera.188,456,6
61,4111,Diptera.203,456,2
61,4116,Diptera.257,456,17
61,4751,Diptera.11,456,2
61,4771,Diptera.296,456,1
61,4776,Diptera.297,456,1
61,4806,Diptera.97,456,4
61,5236,Diptera.196,456,10
61,5706,Diptera.237,456,1
61,5816,Diptera.269,456,22
61,6281,Odonata.4,456,10
61,6341,Oligochaeta.13,456,3
61,6521,Coleoptera.31,456,107
61,6656,Diptera.118,456,2
61,6681,Diptera.122,456,1
61,4756,Diptera.12,461,2
61,4781,Diptera.298,461,18
61,5816,Diptera.269,461,7
61,6511,Unknown.2,461,3
61,6521,Coleoptera.31,461,1
61,3681,Diptera.41,466,1
61,4106,Diptera.188,466,41
61,4111,Diptera.203,466,215
61,4116,Diptera.257,466,15
61,4146,Diptera.81,466,36
61,4771,Diptera.296,466,1
61,4806,Diptera.97,466,12
61,5236,Diptera.196,466,6
61,5816,Diptera.269,466,11
61,6281,Odonata.4,466,11
61,6341,Oligochaeta.13,466,6
61,6521,Coleoptera.31,466,44
61,6681,Diptera.122,466,2
61,4106,Diptera.188,471,8
61,4111,Diptera.203,471,6
61,4116,Diptera.257,471,5
61,5361,Diptera.209,471,1
61,5816,Diptera.269,471,7
61,6281,Odonata.4,471,1
61,6341,Oligochaeta.13,471,21
61,6421,Platyhelminthes.11,471,2
61,6521,Coleoptera.31,471,75
61,6656,Diptera.118,471,1
61,3671,Diptera.40,476,1
61,4106,Diptera.188,476,39
61,4111,Diptera.203,476,111
61,4116,Diptera.257,476,8
61,4146,Diptera.81,476,320
61,4751,Diptera.11,476,2
61,4806,Diptera.97,476,2
61,5236,Diptera.196,476,9
61,5816,Diptera.269,476,40
61,6281,Odonata.4,476,19
61,6286,Oligochaeta.14,476,1
61,6341,Oligochaeta.13,476,7
61,6521,Coleoptera.31,476,46
61,6681,Diptera.122,476,17
61,4106,Diptera.188,481,9
61,4111,Diptera.203,481,507
61,4116,Diptera.257,481,5
61,4756,Diptera.12,481,2
61,4776,Diptera.297,481,4
61,4806,Diptera.97,481,1
61,5611,Diptera.243,481,1
61,5706,Diptera.237,481,1
61,5816,Diptera.269,481,29
61,6281,Odonata.4,481,6
61,6341,Oligochaeta.13,481,8
61,6521,Coleoptera.31,481,35
61,6656,Diptera.118,481,4
61,6676,Diptera.121,481,1
61,4106,Diptera.188,486,5
61,4111,Diptera.203,486,8
61,4116,Diptera.257,486,4
61,4781,Diptera.298,486,4
61,4806,Diptera.97,486,1
61,5816,Diptera.269,486,2
61,6521,Coleoptera.31,486,74
61,4106,Diptera.188,491,2
61,4111,Diptera.203,491,3
61,4751,Diptera.11,491,3
61,4781,Diptera.298,491,10
61,5021,Diptera.124,491,1
61,5236,Diptera.196,491,1
61,5611,Diptera.243,491,1
61,5816,Diptera.269,491,10
61,6511,Unknown.2,491,1
61,6521,Coleoptera.31,491,10
61,4781,Diptera.298,496,5
61,5816,Diptera.269,496,5
61,6341,Oligochaeta.13,496,1
61,4106,Diptera.188,501,2
61,5816,Diptera.269,501,1
61,6521,Coleoptera.31,501,5
61,6656,Diptera.118,501,1
61,4106,Diptera.188,506,2
61,4111,Diptera.203,506,7
61,4781,Diptera.298,506,5
61,5816,Diptera.269,506,5
61,6341,Oligochaeta.13,506,2
61,6521,Coleoptera.31,506,8
61,4106,Diptera.188,511,2
61,4111,Diptera.203,511,2
61,4116,Diptera.257,511,1
61,4776,Diptera.297,511,1
61,5236,Diptera.196,511,1
61,6521,Coleoptera.31,511,53
61,4106,Diptera.188,516,78
61,4111,Diptera.203,516,20
61,4116,Diptera.257,516,9
61,4121,Diptera.54,516,1
61,4146,Diptera.81,516,175
61,4806,Diptera.97,516,6
61,5236,Diptera.196,516,9
61,5621,Diptera.82,516,1
61,5816,Diptera.269,516,39
61,6281,Odonata.4,516,29
61,6286,Oligochaeta.14,516,1
61,6341,Oligochaeta.13,516,1
61,6521,Coleoptera.31,516,44
61,6681,Diptera.122,516,9
61,4106,Diptera.188,521,31
61,4111,Diptera.203,521,153
61,4116,Diptera.257,521,20
61,4121,Diptera.54,521,4
61,4146,Diptera.81,521,408
61,4751,Diptera.11,521,1
61,4781,Diptera.298,521,1
61,4806,Diptera.97,521,14
61,5236,Diptera.196,521,16
61,5706,Diptera.237,521,3
61,5816,Diptera.269,521,30
61,6281,Odonata.4,521,30
61,6341,Oligochaeta.13,521,1
61,6416,Platyhelminthes.10,521,1
61,6521,Coleoptera.31,521,449
61,6656,Diptera.118,521,2
61,6681,Diptera.122,521,1
71,4106,Diptera.188,951,4
71,4111,Diptera.203,951,110
71,4116,Diptera.257,951,41
71,4406,Coleoptera.13,951,1
71,5236,Diptera.196,951,1
71,5816,Diptera.269,951,33
71,6281,Odonata.4,951,9
71,6341,Oligochaeta.13,951,1
71,6521,Coleoptera.31,951,39
71,6761,diptera.543,951,28
71,3666,Diptera.39,956,2
71,4106,Diptera.188,956,13
71,4111,Diptera.203,956,22
71,4116,Diptera.257,956,12
71,4121,Diptera.54,956,5
71,4146,Diptera.81,956,46
71,4406,Coleoptera.13,956,1
71,5236,Diptera.196,956,12
71,5611,Diptera.243,956,1
71,5816,Diptera.269,956,14
71,6166,Hirudinea.3,956,3
71,6281,Odonata.4,956,10
71,6341,Oligochaeta.13,956,3
71,6521,Coleoptera.31,956,43
71,6656,Diptera.118,956,2
71,6761,diptera.543,956,28
71,4106,Diptera.188,961,10
71,4111,Diptera.203,961,39
71,4116,Diptera.257,961,4
71,4146,Diptera.81,961,1
71,5816,Diptera.269,961,13
71,6281,Odonata.4,961,15
71,6341,Oligochaeta.13,961,4
71,6521,Coleoptera.31,961,53
71,6686,Diptera.311,961,3
71,6761,diptera.543,961,15
71,3666,Diptera.39,966,2
71,4106,Diptera.188,966,5
71,4111,Diptera.203,966,2
71,4116,Diptera.257,966,6
71,4146,Diptera.81,966,1
71,5816,Diptera.269,966,1
71,6281,Odonata.4,966,1
71,6416,Platyhelminthes.10,966,1
71,6521,Coleoptera.31,966,12
71,6761,diptera.543,966,5
71,4106,Diptera.188,971,4
71,4111,Diptera.203,971,4
71,4116,Diptera.257,971,4
71,5816,Diptera.269,971,7
71,6281,Odonata.4,971,4
71,6341,Oligochaeta.13,971,1
71,6521,Coleoptera.31,971,17
71,6686,Diptera.311,971,1
71,6761,diptera.543,971,133
71,3666,Diptera.39,976,2
71,4106,Diptera.188,976,45
71,4121,Diptera.54,976,2
71,4766,Diptera.282,976,1
71,5236,Diptera.196,976,1
71,5816,Diptera.269,976,7
71,6281,Odonata.4,976,1
71,6341,Oligochaeta.13,976,504
71,6521,Coleoptera.31,976,45
71,6761,diptera.543,976,100
71,4106,Diptera.188,981,18
71,4121,Diptera.54,981,1
71,5236,Diptera.196,981,6
71,5816,Diptera.269,981,15
71,6281,Odonata.4,981,2
71,6341,Oligochaeta.13,981,6
71,6521,Coleoptera.31,981,83
71,6761,diptera.543,981,27
71,4106,Diptera.188,986,6
71,4111,Diptera.203,986,16
71,5236,Diptera.196,986,1
71,5816,Diptera.269,986,17
71,6521,Coleoptera.31,986,63
71,4106,Diptera.188,991,17
71,4121,Diptera.54,991,4
71,5611,Diptera.243,991,2
71,5706,Diptera.237,991,2
71,5816,Diptera.269,991,25
71,6341,Oligochaeta.13,991,6
71,6416,Platyhelminthes.10,991,5
71,6521,Coleoptera.31,991,38
71,6761,diptera.543,991,92
71,4106,Diptera.188,996,12
71,5236,Diptera.196,996,4
71,5611,Diptera.243,996,1
71,5816,Diptera.269,996,5
71,6341,Oligochaeta.13,996,7
71,6521,Coleoptera.31,996,45
71,6761,diptera.543,996,109
71,4106,Diptera.188,1001,7
71,4116,Diptera.257,1001,2
71,4146,Diptera.81,1001,2
71,5816,Diptera.269,1001,8
71,6281,Odonata.4,1001,7
71,6521,Coleoptera.31,1001,21
71,6761,diptera.543,1001,20
71,4106,Diptera.188,1006,20
71,4111,Diptera.203,1006,13
71,4121,Diptera.54,1006,2
71,4146,Diptera.81,1006,7
71,5236,Diptera.196,1006,5
71,5706,Diptera.237,1006,1
71,5816,Diptera.269,1006,6
71,6281,Odonata.4,1006,2
71,6521,Coleoptera.31,1006,25
71,6761,diptera.543,1006,12
71,4106,Diptera.188,1011,4
71,4111,Diptera.203,1011,76
71,5236,Diptera.196,1011,1
71,5816,Diptera.269,1011,7
71,6281,Odonata.4,1011,1
71,6416,Platyhelminthes.10,1011,1
71,6516,Unknown.3,1011,1
71,6521,Coleoptera.31,1011,55
71,6761,diptera.543,1011,23
71,3666,Diptera.39,1016,4
71,4106,Diptera.188,1016,1
71,5816,Diptera.269,1016,11
71,6341,Oligochaeta.13,1016,1
71,6521,Coleoptera.31,1016,6
71,6761,diptera.543,1016,5
71,4106,Diptera.188,1021,46
71,4111,Diptera.203,1021,174
71,5816,Diptera.269,1021,21
71,6341,Oligochaeta.13,1021,8
71,6521,Coleoptera.31,1021,18
71,6761,diptera.543,1021,34
71,4106,Diptera.188,1026,2
71,4111,Diptera.203,1026,3
71,5816,Diptera.269,1026,5
71,6341,Oligochaeta.13,1026,3
71,6516,Unknown.3,1026,2
71,6521,Coleoptera.31,1026,13
71,6761,diptera.543,1026,3
71,4111,Diptera.203,1031,20
71,5816,Diptera.269,1031,9
71,6521,Coleoptera.31,1031,35
71,4106,Diptera.188,1036,5
71,4111,Diptera.203,1036,5
71,5236,Diptera.196,1036,2
71,5816,Diptera.269,1036,4
71,6341,Oligochaeta.13,1036,1
71,6521,Coleoptera.31,1036,33
71,6761,diptera.543,1036,8
